nome_municipio,codigo_ibge,idhm_educa,idhm_renda,qtd_pes_baixa_renda,qtd_pes_pob
São Manoel do Paraná (PR),412555,0.64,0.721,223,165
São Manuel (SP),355010,0.695,0.735,3161,3875
São Marcos (RS),431900,0.683,0.775,825,955
São Martinho (RS),431910,0.628,0.734,465,279
São Martinho (SC),421710,0.654,0.754,178,141
São Martinho da Serra (RS),431912,0.496,0.659,469,819
São Mateus (ES),320490,0.655,0.719,20414,27601
São Mateus do Maranhão (MA),211150,0.515,0.627,4628,17773
São Mateus do Sul (PR),412560,0.623,0.711,7745,2523
São Miguel (RN),241250,0.518,0.574,3362,10776
São Miguel Arcanjo (SP),355020,0.633,0.708,4466,3279
São Miguel da Baixa Grande (PI),221038,0.413,0.557,377,819
São Miguel da Boa Vista (SC),421715,0.615,0.733,159,152
São Miguel das Matas (BA),292940,0.468,0.568,1351,4800
São Miguel das Missões (RS),431915,0.537,0.674,618,1590
São Miguel de Taipu (PB),251500,0.443,0.516,1187,3709
São Miguel do Aleixo (SE),280700,0.424,0.571,389,1971
São Miguel do Anta (MG),316380,0.523,0.616,759,2288
São Miguel do Araguaia (GO),522020,0.536,0.667,3533,5812
São Miguel do Fidalgo (PI),221039,0.407,0.505,476,1364
São Miguel do Gostoso (RN),241255,0.468,0.558,2472,4602
São Miguel do Guamá (PA),150760,0.471,0.582,8721,23576
São Miguel do Guaporé (RO),110032,0.537,0.644,3690,2630
São Miguel do Iguaçu (PR),412570,0.588,0.726,3792,3709
São Miguel do Oeste (SC),421720,0.739,0.787,2406,1801
São Miguel do Passa Quatro (GO),522026,0.619,0.681,731,735
São Miguel do Tapuio (PI),221040,0.434,0.508,2570,7772
São Miguel do Tocantins (TO),172020,0.544,0.582,2364,5054
São Miguel dos Campos (AL),270860,0.514,0.612,6455,20100
São Miguel dos Milagres (AL),270870,0.504,0.545,1825,3985
São Nicolau (RS),431920,0.523,0.658,490,1816
São Patrício (GO),522028,0.597,0.668,352,588
São Paulo (SP),355030,0.725,0.843,965318,1541924
São Paulo das Missões (RS),431930,0.584,0.688,690,553
São Paulo de Olivença (AM),130390,0.386,0.471,4653,25631
São Paulo do Potengi (RN),241260,0.555,0.584,2820,7134
São Pedro (RN),241270,0.449,0.574,991,2799
São Pedro (SP),355040,0.674,0.741,2500,4785
São Pedro da Água Branca (MA),211153,0.523,0.577,1713,5072
São Pedro da Aldeia (RJ),330520,0.626,0.721,11091,25486
São Pedro da Cipa (MT),510740,0.556,0.654,471,1069
São Pedro da Serra (RS),431935,0.634,0.748,57,39
São Pedro da União (MG),316390,0.539,0.68,544,1015
São Pedro das Missões (RS),431936,0.566,0.644,152,345
São Pedro de Alcântara (SC),421725,0.618,0.757,265,234
São Pedro do Butiá (RS),431937,0.694,0.76,186,123
São Pedro do Iguaçu (PR),412575,0.581,0.687,811,1275
São Pedro do Ivaí (PR),412580,0.627,0.702,1068,1475
São Pedro do Paraná (PR),412590,0.616,0.678,313,263
São Pedro do Piauí (PI),221050,0.492,0.553,1123,8083
São Pedro do Suaçuí (MG),316410,0.501,0.611,753,1875
São Pedro do Sul (RS),431940,0.619,0.698,1998,2283
São Pedro do Turvo (SP),355050,0.636,0.661,1348,774
São Pedro dos Crentes (MA),211157,0.524,0.558,896,2689
São Pedro dos Ferros (MG),316400,0.576,0.631,1193,959
São Rafael (RN),241280,0.493,0.588,728,4240
São Raimundo das Mangabeiras (MA),211160,0.521,0.583,2359,9029
São Raimundo do Doca Bezerra (MA),211163,0.41,0.478,823,3274
São Raimundo Nonato (PI),221060,0.587,0.631,5325,16803
São Roberto (MA),211167,0.391,0.475,777,3397
São Romão (MG),316420,0.568,0.586,992,3346
São Roque (SP),355060,0.687,0.765,6563,7506
São Roque de Minas (MG),316430,0.517,0.699,716,1112
São Roque do Canaã (ES),320495,0.623,0.686,2107,869
São Salvador do Tocantins (TO),172025,0.471,0.592,517,844
São Sebastião (AL),270880,0.432,0.537,4860,16827
São Sebastião (SP),355070,0.703,0.747,8913,15997
São Sebastião da Amoreira (PR),412600,0.651,0.689,1279,2031
São Sebastião da Bela Vista (MG),316440,0.569,0.687,1082,604
São Sebastião da Boa Vista (PA),150770,0.439,0.52,2772,22160
São Sebastião da Grama (SP),355080,0.609,0.689,1283,620
São Sebastião da Vargem Alegre (MG),316443,0.552,0.631,549,600
São Sebastião de Lagoa de Roça (PB),251510,0.471,0.561,2348,4010
São Sebastião do Alto (RJ),330530,0.536,0.638,1055,2115
São Sebastião do Anta (MG),316447,0.49,0.597,867,3579
São Sebastião do Caí (RS),431950,0.646,0.734,2414,1940
São Sebastião do Maranhão (MG),316450,0.427,0.564,1566,2918
São Sebastião do Oeste (MG),316460,0.434,0.678,1115,1640
São Sebastião do Paraíso (MG),316470,0.613,0.735,7295,7130
São Sebastião do Passé (BA),292950,0.551,0.633,5447,12575
São Sebastião do Rio Preto (MG),316480,0.472,0.662,190,277
São Sebastião do Rio Verde (MG),316490,0.568,0.645,355,321
São Sebastião do Tocantins (TO),172030,0.487,0.516,1064,1799
São Sebastião do Uatumã (AM),130395,0.464,0.561,1281,6151
São Sebastião do Umbuzeiro (PB),251520,0.459,0.561,590,1508
São Sepé (RS),431960,0.576,0.708,3025,2464
São Simão (GO),522040,0.599,0.756,2417,3101
São Simão (SP),355090,0.722,0.732,1146,1627
São Tomé das Letras (MG),316520,0.578,0.64,1147,1012
São Tiago (MG),316500,0.533,0.66,1691,1446
São Tomás de Aquino (MG),316510,0.568,0.692,869,1090
São Tomé (PR),412610,0.66,0.707,720,554
São Tomé (RN),241290,0.461,0.565,1652,4115
São Valentim (RS),431970,0.612,0.745,263,154
São Valentim do Sul (RS),431971,0.677,0.776,84,74
São Valério (TO),172049,0.539,0.605,778,1552
São Valério do Sul (RS),431973,0.48,0.674,308,1160
São Vendelino (RS),431975,0.677,0.743,92,33
São Vicente (RN),241300,0.556,0.606,1068,2316
São Vicente (SP),355100,0.716,0.738,23464,62181
São Vicente de Minas (MG),316530,0.644,0.673,876,1370
São Vicente do Sul (RS),431980,0.553,0.698,818,1679
São Vicente Ferrer (MA),211170,0.541,0.504,1694,12918
São Vicente Férrer (PE),261380,0.414,0.558,2861,7728
Sapé (PB),251530,0.461,0.563,6791,24444
Sapeaçu (BA),292960,0.522,0.602,2454,8422
Sapezal (MT),510787,0.62,0.758,3930,3239
Sapiranga (RS),431990,0.598,0.722,5725,10215
Sapopema (PR),412620,0.509,0.695,1054,1620
Sapucaia (PA),150775,0.405,0.639,718,2439
Sapucaia (RJ),330540,0.561,0.682,2409,4682
Sapucaia do Sul (RS),432000,0.624,0.726,10999,20587
Sapucaí-Mirim (MG),316540,0.563,0.664,1146,1193
Saquarema (RJ),330550,0.621,0.714,15582,27161
Sarandi (PR),412625,0.579,0.681,11911,7869
Sarandi (RS),432010,0.705,0.776,2232,2342
Sarapuí (SP),355110,0.621,0.699,1533,666
Sardoá (MG),316550,0.533,0.594,767,2592
Sarutaiá (SP),355120,0.603,0.679,673,674
Sarzedo (MG),316553,0.643,0.706,4150,5220
Sátiro Dias (BA),292970,0.379,0.524,2221,7972
Satuba (AL),270890,0.585,0.619,2930,5503
Satubinha (MA),211172,0.369,0.45,1155,4862
Saubara (BA),292975,0.565,0.563,1823,6621
Saudade do Iguaçu (PR),412627,0.611,0.695,1098,800
Saudades (SC),421730,0.7,0.723,525,323
Saúde (BA),292980,0.442,0.546,852,6377
Schroeder (SC),421740,0.71,0.75,1056,488
Seabra (BA),292990,0.572,0.588,7480,19981
Seara (SC),421750,0.674,0.804,908,532
Sebastianópolis do Sul (SP),355130,0.74,0.748,294,660
Sebastião Barros (PI),221062,0.394,0.508,915,2317
Sebastião Laranjeiras (BA),293000,0.527,0.569,1297,3844
Sebastião Leal (PI),221063,0.467,0.516,575,2127
Seberi (RS),432020,0.62,0.706,1432,1262
Sede Nova (RS),432023,0.543,0.751,336,295
Segredo (RS),432026,0.525,0.673,729,1641
Selbach (RS),432030,0.71,0.785,419,192
Selvíria (MS),500780,0.576,0.668,1326,875
Sem-Peixe (MG),316556,0.543,0.623,332,637
Sena Madureira (AC),120050,0.456,0.593,6206,26606
Senador Alexandre Costa (MA),211174,0.435,0.52,801,7621
Senador Amaral (MG),316557,0.564,0.623,1254,2593
Senador Canedo (GO),522045,0.617,0.676,28117,20719
Senador Cortes (MG),316560,0.534,0.689,601,339
Senador Elói de Souza (RN),241310,0.504,0.523,673,3666
Senador Firmino (MG),316570,0.505,0.639,1402,1625
Senador Georgino Avelino (RN),241320,0.455,0.543,853,1593
Senador Guiomard (AC),120045,0.513,0.649,3572,8165
Senador José Bento (MG),316580,0.585,0.663,233,179
Senador José Porfírio (PA),150780,0.338,0.533,1866,13903
Senador La Rocque (MA),211176,0.515,0.57,1910,8052
Senador Modestino Gonçalves (MG),316590,0.539,0.566,614,1409
Senador Pompeu (CE),231270,0.537,0.574,3320,9136
Senador Rui Palmeira (AL),270895,0.398,0.481,1909,7481
Senador Sá (CE),231280,0.565,0.528,1436,3541
Senador Salgado Filho (RS),432032,0.581,0.701,239,303
Sengés (PR),412630,0.546,0.658,3101,2031
Senhor do Bonfim (BA),293010,0.599,0.638,9600,29384
Senhora de Oliveira (MG),316600,0.521,0.603,723,1792
Senhora do Porto (MG),316610,0.378,0.595,466,935
Senhora dos Remédios (MG),316620,0.548,0.578,1240,3202
Sentinela do Sul (RS),432035,0.545,0.671,564,1148
Sento Sé (BA),293020,0.48,0.535,3109,22823
Serafina Corrêa (RS),432040,0.69,0.755,698,589
Sericita (MG),316630,0.375,0.602,1272,3049
São Vicente do Seridó (PB),251540,0.453,0.528,1744,5957
Seringueiras (RO),110150,0.427,0.644,2917,2253
Sério (RS),432045,0.471,0.695,212,51
Seritinga (MG),316640,0.512,0.657,197,241
Seropédica (RJ),330555,0.648,0.695,7263,35374
Serra (ES),320500,0.664,0.72,64976,94418
Serra Alta (SC),421755,0.694,0.758,142,123
Serra Azul (SP),355140,0.572,0.697,1060,2812
Serra Azul de Minas (MG),316650,0.398,0.537,860,1652
Serra Branca (PB),251550,0.537,0.598,1242,6560
Serra da Raiz (PB),251560,0.544,0.57,480,1162
Serra da Saudade (MG),316660,0.542,0.663,124,67
Serra de São Bento (RN),241330,0.482,0.551,583,3215
Serra do Mel (RN),241335,0.521,0.574,2364,6925
Serra do Navio (AP),160005,0.692,0.659,612,2333
Serra do Ramalho (BA),293015,0.512,0.53,6030,15623
Serra do Salitre (MG),316680,0.549,0.722,1560,2776
Serra dos Aimorés (MG),316670,0.539,0.653,1365,1702
Serra Dourada (BA),293030,0.537,0.539,3123,7699
Serra Grande (PB),251570,0.491,0.549,549,1541
Serra Negra (SP),355160,0.676,0.764,2835,2124
Serra Negra do Norte (RN),241340,0.468,0.578,1196,2175
Serra Nova Dourada (MT),510788,0.56,0.638,329,571
Serra Preta (BA),293040,0.459,0.541,1913,7278
Serra Redonda (PB),251580,0.424,0.565,902,3433
Serra Talhada (PE),261390,0.571,0.632,14079,29854
Serrana (SP),355150,0.65,0.713,4016,7018
Serrania (MG),316690,0.569,0.655,1463,850
Serrano do Maranhão (MA),211178,0.433,0.44,823,9425
Serranópolis (GO),522050,0.551,0.713,1007,1377
Serranópolis de Minas (MG),316695,0.539,0.608,753,1605
Serranópolis do Iguaçu (PR),412635,0.662,0.778,549,395
Serranos (MG),316700,0.499,0.638,166,681
Serraria (PB),251590,0.392,0.536,646,2495
Serrinha (BA),293050,0.532,0.615,10260,37585
Serrinha (RN),241350,0.502,0.547,1175,3606
Serrinha dos Pintos (RN),241355,0.492,0.555,718,2207
Serrita (PE),261400,0.512,0.542,3042,9164
Serro (MG),316710,0.52,0.65,3422,4895
Serrolândia (BA),293060,0.508,0.56,2077,6007
Sertaneja (PR),412640,0.651,0.724,874,471
Sertânia (PE),261410,0.51,0.601,3942,15499
Sertanópolis (PR),412650,0.655,0.719,1730,1625
Sertão (RS),432050,0.678,0.746,485,502
Sertão Santana (RS),432055,0.534,0.737,455,947
Sertãozinho (PB),251593,0.561,0.554,834,1884
Sertãozinho (SP),355170,0.672,0.768,8845,15953
Sete Barras (SP),355180,0.562,0.651,2249,4010
Sete de Setembro (RS),432057,0.577,0.682,180,166
Sete Lagoas (MG),316720,0.705,0.742,19388,30174
Sete Quedas (MS),500770,0.45,0.66,1645,1725
Setubinha (MG),316555,0.4,0.536,1762,4845
Severiano de Almeida (RS),432060,0.67,0.738,248,158
Severiano Melo (RN),241360,0.522,0.579,1074,2749
Severínia (SP),355190,0.638,0.709,1617,2225
Siderópolis (SC),421760,0.701,0.751,999,834
Sidrolândia (MS),500790,0.561,0.694,7779,8616
Sigefredo Pacheco (PI),221065,0.496,0.518,992,4941
Silva Jardim (RJ),330560,0.536,0.657,2854,6516
Silvânia (GO),522060,0.606,0.721,2978,4171
Silvanópolis (TO),172065,0.592,0.638,1123,1789
Silveira Martins (RS),432065,0.644,0.744,176,292
Silveirânia (MG),316730,0.511,0.645,467,528
Silveiras (SP),355200,0.584,0.657,904,1658
Silves (AM),130400,0.584,0.546,1550,6890
Silvianópolis (MG),316740,0.559,0.706,605,1327
Simão Dias (SE),280710,0.492,0.579,5556,20975
Simão Pereira (MG),316750,0.478,0.645,331,533
Simões (PI),221070,0.44,0.56,2546,6214
Simões Filho (BA),293070,0.591,0.641,15042,44954
Simolândia (GO),522068,0.546,0.595,989,2277
Simonésia (MG),316760,0.493,0.622,3370,7667
Simplício Mendes (PI),221080,0.525,0.613,1934,5310
Sinimbu (RS),432067,0.456,0.697,781,1214
Sinop (MT),510790,0.682,0.755,29638,9300
Siqueira Campos (PR),412660,0.588,0.708,2894,2181
Sirinhaém (PE),261420,0.492,0.568,4789,16434
Siriri (SE),280720,0.541,0.565,932,3693
Sítio D'Abadia (GO),522070,0.497,0.59,304,1512
Sítio do Mato (BA),293075,0.509,0.455,1465,8387
Sítio do Quinto (BA),293076,0.395,0.552,1170,6439
Sítio Novo (MA),211180,0.456,0.509,2585,9770
Sítio Novo (RN),241370,0.491,0.528,769,2205
Sítio Novo do Tocantins (TO),172080,0.526,0.55,1632,3642
Sobradinho (BA),293077,0.555,0.605,3946,9850
Sobradinho (RS),432070,0.647,0.735,1331,1545
Sobrado (PB),251597,0.477,0.525,945,4709
Sobral (CE),231290,0.675,0.647,36482,51685
Sobrália (MG),316770,0.51,0.611,658,1897
Socorro (SP),355210,0.634,0.737,2341,4203
Socorro do Piauí (PI),221090,0.465,0.513,417,2398
Solânea (PB),251600,0.468,0.592,3622,12246
Soledade (PB),251610,0.506,0.598,2215,5900
Soledade (RS),432080,0.625,0.727,3870,4630
Soledade de Minas (MG),316780,0.606,0.673,942,473
Solidão (PE),261440,0.485,0.547,977,2567
Solonópole (CE),231300,0.574,0.565,2623,5744
Sombrio (SC),421770,0.617,0.729,3002,2498
Sonora (MS),500793,0.557,0.706,1766,2589
Sooretama (ES),320501,0.556,0.65,5844,4200
Sorocaba (SP),355220,0.762,0.792,45848,74688
Sorriso (MT),510792,0.635,0.774,14808,10456
Sossêgo (PB),251615,0.46,0.531,591,2106
Soure (PA),150790,0.525,0.583,2881,13956
Sousa (PB),251620,0.567,0.645,8362,28604
Souto Soares (BA),293080,0.53,0.533,2328,8790
Sucupira (TO),172085,0.599,0.623,380,275
Sucupira do Norte (MA),211190,0.505,0.526,1295,6543
Sucupira do Riachão (MA),211195,0.447,0.538,668,2798
Sud Mennucci (SP),355230,0.694,0.743,830,838
Sul Brasil (SC),421775,0.595,0.713,149,207
Sulina (PR),412665,0.57,0.684,362,339
Sumaré (SP),355240,0.705,0.744,17822,32732
Sumé (PB),251630,0.534,0.602,2271,7505
Sumidouro (RJ),330570,0.436,0.658,2161,5619
Surubim (PE),261450,0.548,0.617,7269,27142
Sussuapara (PI),221093,0.476,0.563,910,2920
Suzanápolis (SP),355255,0.631,0.665,466,494
Suzano (SP),355250,0.723,0.708,31819,59620
Tabaí (RS),432085,0.595,0.694,400,583
Tabaporã (MT),510794,0.598,0.679,1684,976
Tabapuã (SP),355260,0.666,0.726,901,1411
Tabatinga (AM),130406,0.505,0.602,10309,33910
Tabatinga (SP),355270,0.609,0.7,1282,1474
Tabira (PE),261460,0.504,0.57,4300,14068
Taboão da Serra (SP),355280,0.71,0.742,23655,38985
Tabocas do Brejo Velho (BA),293090,0.492,0.53,2269,5006
Taboleiro Grande (RN),241380,0.507,0.57,315,1215
Tabuleiro (MG),316790,0.578,0.666,804,637
Tabuleiro do Norte (CE),231310,0.547,0.62,4267,11559
Tacaimbó (PE),261470,0.423,0.536,1700,6397
Tacaratu (PE),261480,0.507,0.521,4180,9932
Taciba (SP),355290,0.684,0.682,795,1059
Tacima (PB),251640,0.45,0.513,999,4121
Tacuru (MS),500795,0.434,0.615,2151,3657
Taguaí (SP),355300,0.631,0.69,1999,1546
Taguatinga (TO),172090,0.497,0.628,1880,6206
Taiaçu (SP),355310,0.628,0.701,636,998
Tailândia (PA),150795,0.45,0.583,12922,34547
Taió (SC),421780,0.67,0.749,1139,1026
Taiobeiras (MG),316800,0.578,0.639,6818,8447
Taipas do Tocantins (TO),172093,0.47,0.578,502,522
Taipu (RN),241390,0.435,0.544,1657,5186
Taiúva (SP),355320,0.718,0.732,555,506
Talismã (TO),172097,0.535,0.654,504,502
Tamandaré (PE),261485,0.479,0.583,3893,11092
Tamarana (PR),412667,0.46,0.628,1403,1776
Tambaú (SP),355330,0.624,0.729,1927,3955
Tamboara (PR),412670,0.674,0.679,738,595
Tamboril (CE),231320,0.476,0.526,3998,11362
Tamboril do Piauí (PI),221095,0.36,0.509,358,1717
Tanabi (SP),355340,0.687,0.735,3090,3610
Tangará (RN),241400,0.516,0.566,1985,6603
Tangará (SC),421790,0.617,0.748,794,496
Tangará da Serra (MT),510795,0.626,0.749,12129,12431
Tanguá (RJ),330575,0.548,0.644,3535,10912
Tanhaçu (BA),293100,0.44,0.565,2735,9818
Tanque D'Arca (AL),270900,0.43,0.531,958,2481
Tanque do Piauí (PI),221097,0.499,0.553,540,1109
Tanque Novo (BA),293105,0.474,0.583,2914,8255
Tanquinho (BA),293110,0.488,0.567,1037,3716
Taparuba (MG),316805,0.557,0.604,482,1515
Tapauá (AM),130410,0.355,0.512,2533,13485
Tapejara (PR),412680,0.612,0.694,2041,1517
Tapejara (RS),432090,0.688,0.763,2205,1577
Tapera (RS),432100,0.672,0.743,905,236
Taperoá (BA),293120,0.426,0.566,1911,8882
Taperoá (PB),251650,0.456,0.564,1908,7304
Tapes (RS),432110,0.556,0.699,2028,2311
Tapira (MG),316810,0.561,0.759,433,1185
Tapira (PR),412690,0.619,0.689,950,721
Tapiraí (MG),316820,0.522,0.67,231,320
Tapiraí (SP),355350,0.578,0.647,1280,1906
Tapiramutá (BA),293130,0.473,0.589,1105,7371
Tapiratiba (SP),355360,0.692,0.703,1213,1347
Tapurah (MT),510800,0.594,0.738,1745,1240
Taquara (RS),432120,0.579,0.754,4021,4916
Taquaraçu de Minas (MG),316830,0.525,0.643,536,1238
Taquaral (SP),355365,0.716,0.742,256,170
Taquaral de Goiás (GO),522100,0.619,0.7,823,827
Taquarana (AL),270910,0.421,0.529,2666,9114
Taquari (RS),432130,0.629,0.737,2029,3594
Taquaritinga (SP),355370,0.696,0.727,4654,7298
Taquaritinga do Norte (PE),261500,0.52,0.636,3889,12370
Taquarituba (SP),355380,0.606,0.7,3345,2361
Taquarivaí (SP),355385,0.626,0.617,1201,1750
Taquaruçu do Sul (RS),432132,0.633,0.768,201,242
Taquarussu (MS),500797,0.545,0.657,481,891
Tarabai (SP),355390,0.697,0.666,696,746
Tarauacá (AC),120060,0.392,0.554,7177,30069
Tarrafas (CE),231325,0.482,0.529,1202,3462
Tartarugalzinho (AP),160070,0.473,0.553,1818,9288
Tarumã (SP),355395,0.68,0.738,1513,1605
Tarumirim (MG),316840,0.499,0.614,1540,4140
Tasso Fragoso (MA),211200,0.491,0.562,1465,3482
Tatuí (SP),355400,0.688,0.734,10850,13959
Tauá (CE),231330,0.56,0.585,7705,19187
Taubaté (SP),355410,0.746,0.778,22912,30669
Tavares (PB),251660,0.462,0.56,1860,7190
Tavares (RS),432135,0.492,0.692,617,998
Tefé (AM),130420,0.511,0.637,8949,43844
Teixeira (PB),251670,0.527,0.566,1729,8604
Teixeira de Freitas (BA),293135,0.588,0.683,26230,30439
Teixeira Soares (PR),412700,0.544,0.676,1362,2090
Teixeiras (MG),316850,0.558,0.685,1579,2707
Teixeirópolis (RO),110155,0.498,0.653,791,878
Tejuçuoca (CE),231335,0.52,0.517,2372,10249
Tejupá (SP),355420,0.563,0.668,717,767
Telêmaco Borba (PR),412710,0.657,0.726,6039,4309
Telha (SE),280730,0.542,0.564,610,1721
Tenente Ananias (RN),241410,0.468,0.57,1758,4628
Tenente Laurentino Cruz (RN),241415,0.586,0.559,1193,3012
Tenente Portela (RS),432140,0.603,0.709,1375,3045
Tenório (PB),251675,0.49,0.565,299,1791
Teodoro Sampaio (BA),293140,0.477,0.567,797,3535
Teodoro Sampaio (SP),355430,0.679,0.699,2410,4253
Teofilândia (BA),293150,0.431,0.571,3285,8526
Teófilo Otoni (MG),316860,0.598,0.698,18462,26782
Teolândia (BA),293160,0.418,0.541,1239,6885
Teotônio Vilela (AL),270915,0.466,0.549,6580,14688
Terenos (MS),500800,0.521,0.651,2850,3232
Teresina (PI),221100,0.707,0.731,104392,214900
Teresina de Goiás (GO),522108,0.564,0.626,430,2022
Teresópolis (RJ),330580,0.605,0.752,19846,37943
Terezinha (PE),261510,0.425,0.536,809,3933
Terezópolis de Goiás (GO),522119,0.615,0.655,986,3097
Terra Alta (PA),150796,0.536,0.555,1193,7053
Terra Boa (PR),412720,0.68,0.708,1985,811
Terra de Areia (RS),432143,0.565,0.699,1447,1933
Terra Nova (BA),293170,0.474,0.581,1438,6418
Terra Nova (PE),261520,0.533,0.545,1563,4250
Terra Nova do Norte (MT),510805,0.602,0.692,1589,1468
Terra Rica (PR),412730,0.613,0.698,2119,2718
Terra Roxa (PR),412740,0.639,0.697,2336,1541
Terra Roxa (SP),355440,0.684,0.732,608,509
Terra Santa (PA),150797,0.558,0.602,2063,10730
Tesouro (MT),510810,0.56,0.635,261,915
Teutônia (RS),432145,0.65,0.751,1835,1162
Theobroma (RO),110160,0.434,0.622,1716,1323
Tianguá (CE),231340,0.587,0.628,15850,35612
Tibagi (PR),412750,0.519,0.678,3148,4708
Tibau (RN),241105,0.53,0.627,1236,1940
Tibau do Sul (RN),241420,0.504,0.672,2698,6183
Tietê (SP),355450,0.698,0.764,2994,3183
Tigrinhos (SC),421795,0.633,0.688,217,184
Tijucas (SC),421800,0.672,0.747,3918,3905
Tijucas do Sul (PR),412760,0.479,0.679,2551,4144
Timbaúba (PE),261530,0.519,0.592,10846,17262
Timbaúba dos Batistas (RN),241430,0.591,0.614,352,768
